45.56.224.0/21,GB,GB-KEN,Canterbury,CT2 7FG
45.56.238.0/23,GB,GB-KEN,Canterbury,CT2 7FG
45.56.240.0/20,GB,GB-KEN,Canterbury,CT2 7FG
45.56.224.0/19,GB,GB-KEN,Canterbury,CT2 7FG
72.46.154.0/23,GB,GB-KEN,Canterbury,CT2 7FG
172.93.4.0/23,GB,GB-KEN,Canterbury,CT2 7FG
185.98.100.0/27,GB,GB-KEN,Canterbury,CT2 7FG
185.98.100.0/22,GB,GB-KEN,Canterbury,CT2 7FG
199.5.180.0/23,GB,GB-KEN,Canterbury,CT2 7FG
199.195.130.0/23,GB,GB-KEN,Canterbury,CT2 7FG

